Date,Open,High,Low,Close,Day_Name,Direction,Raw_Points,Points_Display
2016-06-28,1.3221,1.3419,1.3216,1.3354,Tuesday,UP,0.0133,0.1326
2016-06-29,1.3354,1.3534,1.3285,1.3449,Wednesday,UP,0.0094,0.0944
2016-06-30,1.3449,1.3497,1.3204,1.3312,Thursday,DOWN,-0.0137,-0.1369
2016-07-01,1.3312,1.3349,1.3244,1.3269,Friday,DOWN,-0.0043,-0.0428
2016-07-04,1.3282,1.3340,1.3239,1.3277,Monday,DOWN,-0.0004,-0.0044
2016-07-05,1.3276,1.3285,1.2983,1.2994,Tuesday,DOWN,-0.0282,-0.2822
2016-07-06,1.2995,1.3016,1.2792,1.2896,Wednesday,DOWN,-0.0099,-0.0995
2016-07-07,1.2896,1.3047,1.2875,1.2885,Thursday,DOWN,-0.0010,-0.0105
2016-07-08,1.2885,1.3015,1.2877,1.2952,Friday,UP,0.0067,0.0666
2016-07-11,1.2938,1.3018,1.2849,1.2991,Monday,UP,0.0053,0.0526
2016-07-12,1.2991,1.3295,1.2970,1.3253,Tuesday,UP,0.0261,0.2614
2016-07-13,1.3253,1.3338,1.3102,1.3107,Wednesday,DOWN,-0.0146,-0.1462
2016-07-14,1.3107,1.3472,1.3103,1.3339,Thursday,UP,0.0232,0.2323
2016-07-15,1.3339,1.3481,1.3131,1.3184,Friday,DOWN,-0.0155,-0.1551
2016-07-18,1.3235,1.3315,1.3187,1.3272,Monday,UP,0.0037,0.0371
2016-07-19,1.3271,1.3274,1.3071,1.3109,Tuesday,DOWN,-0.0162,-0.1624
2016-07-20,1.3108,1.3250,1.3061,1.3226,Wednesday,UP,0.0118,0.1179
2016-07-21,1.3226,1.3275,1.3156,1.3228,Thursday,UP,0.0001,0.0014
2016-07-22,1.3227,1.3289,1.3075,1.3104,Friday,DOWN,-0.0123,-0.1227
2016-07-25,1.3143,1.3165,1.3092,1.3103,Monday,DOWN,-0.0040,-0.0398
2016-07-26,1.3103,1.3176,1.3056,1.3141,Tuesday,UP,0.0038,0.0378
2016-07-27,1.3141,1.3235,1.3070,1.3216,Wednesday,UP,0.0075,0.0750
2016-07-28,1.3217,1.3249,1.3115,1.3162,Thursday,DOWN,-0.0055,-0.0552
2016-07-29,1.3162,1.3302,1.3146,1.3230,Friday,UP,0.0068,0.0680
2016-08-01,1.3219,1.3272,1.3159,1.3183,Monday,DOWN,-0.0036,-0.0359
2016-08-02,1.3184,1.3365,1.3168,1.3341,Tuesday,UP,0.0156,0.1562
2016-08-03,1.3341,1.3372,1.3279,1.3328,Wednesday,DOWN,-0.0014,-0.0139
2016-08-04,1.3327,1.3346,1.3099,1.3113,Thursday,DOWN,-0.0214,-0.2141
2016-08-05,1.3113,1.3175,1.3019,1.3068,Friday,DOWN,-0.0045,-0.0447
2016-08-08,1.3074,1.3097,1.3025,1.3037,Monday,DOWN,-0.0037,-0.0367
2016-08-09,1.3037,1.3042,1.2954,1.3004,Tuesday,DOWN,-0.0034,-0.0337
2016-08-10,1.3004,1.3094,1.2989,1.3021,Wednesday,UP,0.0017,0.0168
2016-08-11,1.3021,1.3028,1.2934,1.2956,Thursday,DOWN,-0.0065,-0.0646
2016-08-12,1.2956,1.3035,1.2901,1.2918,Friday,DOWN,-0.0038,-0.0383
2016-08-15,1.2908,1.2945,1.2864,1.2888,Monday,DOWN,-0.0020,-0.0197
2016-08-16,1.2889,1.3071,1.2875,1.3043,Tuesday,UP,0.0155,0.1548
2016-08-17,1.3044,1.3086,1.2976,1.3043,Wednesday,DOWN,-0.0001,-0.0011
2016-08-18,1.3043,1.3185,1.3034,1.3160,Thursday,UP,0.0118,0.1177
2016-08-19,1.3160,1.3163,1.3022,1.3070,Friday,DOWN,-0.0090,-0.0902
2016-08-22,1.3070,1.3157,1.3032,1.3133,Monday,UP,0.0063,0.0632
2016-08-23,1.3133,1.3211,1.3127,1.3197,Tuesday,UP,0.0064,0.0639
2016-08-24,1.3196,1.3273,1.3159,1.3232,Wednesday,UP,0.0036,0.0358
2016-08-25,1.3232,1.3264,1.3166,1.3190,Thursday,DOWN,-0.0042,-0.0421
2016-08-26,1.3190,1.3279,1.3119,1.3136,Friday,DOWN,-0.0054,-0.0545
2016-08-29,1.3130,1.3139,1.3056,1.3106,Monday,DOWN,-0.0024,-0.0243
2016-08-30,1.3106,1.3120,1.3056,1.3081,Tuesday,DOWN,-0.0024,-0.0245
2016-08-31,1.3082,1.3158,1.3064,1.3144,Wednesday,UP,0.0063,0.0625
2016-09-01,1.3144,1.3318,1.3125,1.3270,Thursday,UP,0.0126,0.1260
2016-09-02,1.3270,1.3352,1.3248,1.3289,Friday,UP,0.0019,0.0189
2016-09-05,1.3292,1.3376,1.3287,1.3300,Monday,UP,0.0008,0.0083
2016-09-06,1.3299,1.3445,1.3292,1.3424,Tuesday,UP,0.0124,0.1243
2016-09-07,1.3423,1.3427,1.3318,1.3336,Wednesday,DOWN,-0.0087,-0.0868
2016-09-08,1.3337,1.3375,1.3281,1.3299,Thursday,DOWN,-0.0038,-0.0376
2016-09-09,1.3299,1.3336,1.3238,1.3270,Friday,DOWN,-0.0029,-0.0287
2016-09-12,1.3257,1.3347,1.3234,1.3335,Monday,UP,0.0078,0.0775
2016-09-13,1.3334,1.3339,1.3165,1.3190,Tuesday,DOWN,-0.0144,-0.1436
2016-09-14,1.3191,1.3279,1.3137,1.3250,Wednesday,UP,0.0058,0.0584
2016-09-15,1.3250,1.3277,1.3179,1.3243,Thursday,DOWN,-0.0007,-0.0066
2016-09-16,1.3243,1.3248,1.2995,1.2996,Friday,DOWN,-0.0247,-0.2466
2016-09-19,1.3018,1.3091,1.3004,1.3037,Monday,UP,0.0018,0.0183
2016-09-20,1.3036,1.3065,1.2945,1.2985,Tuesday,DOWN,-0.0051,-0.0514
2016-09-21,1.2985,1.3047,1.2944,1.3034,Wednesday,UP,0.0048,0.0482
2016-09-22,1.3033,1.3121,1.3025,1.3078,Thursday,UP,0.0045,0.0454
2016-09-23,1.3079,1.3088,1.2912,1.2963,Friday,DOWN,-0.0116,-0.1155
2016-09-26,1.2969,1.2988,1.2914,1.2971,Monday,UP,0.0002,0.0017
2016-09-27,1.2971,1.3027,1.2933,1.3017,Tuesday,UP,0.0046,0.0463
2016-09-28,1.3017,1.3032,1.2977,1.3018,Wednesday,UP,0.0001,0.0009
2016-09-29,1.3018,1.3058,1.2951,1.2971,Thursday,DOWN,-0.0047,-0.0474
2016-09-30,1.2971,1.3023,1.2935,1.2976,Friday,UP,0.0005,0.0054
2016-10-03,1.2934,1.2947,1.2816,1.2850,Monday,DOWN,-0.0084,-0.0844
2016-10-04,1.2849,1.2860,1.2716,1.2734,Tuesday,DOWN,-0.0115,-0.1154
2016-10-05,1.2734,1.2771,1.2683,1.2751,Wednesday,UP,0.0017,0.0172
2016-10-06,1.2751,1.2760,1.2599,1.2614,Thursday,DOWN,-0.0137,-0.1374
2016-10-07,1.2614,1.2615,1.1943,1.2433,Friday,DOWN,-0.0181,-0.1807
2016-10-10,1.2434,1.2444,1.2341,1.2361,Monday,DOWN,-0.0073,-0.0734
2016-10-11,1.2360,1.2364,1.2088,1.2241,Tuesday,DOWN,-0.0119,-0.1190
2016-10-12,1.2242,1.2325,1.2164,1.2197,Wednesday,DOWN,-0.0045,-0.0446
2016-10-13,1.2197,1.2272,1.2130,1.2242,Thursday,UP,0.0045,0.0449
2016-10-14,1.2242,1.2262,1.2167,1.2186,Friday,DOWN,-0.0056,-0.0557
2016-10-17,1.2164,1.2202,1.2133,1.2188,Monday,UP,0.0024,0.0241
2016-10-18,1.2188,1.2325,1.2180,1.2298,Tuesday,UP,0.0109,0.1093
2016-10-19,1.2297,1.2332,1.2250,1.2289,Wednesday,DOWN,-0.0009,-0.0088
2016-10-20,1.2289,1.2298,1.2208,1.2254,Thursday,DOWN,-0.0035,-0.0347
2016-10-21,1.2255,1.2260,1.2168,1.2229,Friday,DOWN,-0.0026,-0.0257
2016-10-24,1.2219,1.2249,1.2183,1.2220,Monday,UP,0.0001,0.0010
2016-10-25,1.2220,1.2244,1.2081,1.2179,Tuesday,DOWN,-0.0041,-0.0408
2016-10-26,1.2179,1.2249,1.2153,1.2234,Wednesday,UP,0.0055,0.0551
2016-10-27,1.2234,1.2272,1.2145,1.2159,Thursday,DOWN,-0.0075,-0.0751
2016-10-28,1.2159,1.2212,1.2111,1.2186,Friday,UP,0.0027,0.0269
2016-10-31,1.2191,1.2249,1.2142,1.2234,Monday,UP,0.0043,0.0429
2016-11-01,1.2234,1.2281,1.2204,1.2240,Tuesday,UP,0.0006,0.0059
2016-11-02,1.2240,1.2355,1.2218,1.2302,Wednesday,UP,0.0061,0.0614
2016-11-03,1.2302,1.2494,1.2295,1.2464,Thursday,UP,0.0163,0.1627
2016-11-04,1.2465,1.2557,1.2447,1.2514,Friday,UP,0.0049,0.0493
2016-11-07,1.2469,1.2498,1.2374,1.2395,Monday,DOWN,-0.0073,-0.0732
2016-11-08,1.2395,1.2440,1.2356,1.2368,Tuesday,DOWN,-0.0027,-0.0273
2016-11-09,1.2368,1.2547,1.2348,1.2416,Wednesday,UP,0.0048,0.0479
2016-11-10,1.2416,1.2585,1.2375,1.2543,Thursday,UP,0.0127,0.1268
2016-11-11,1.2543,1.2674,1.2524,1.2596,Friday,UP,0.0053,0.0529
2016-11-14,1.2576,1.2593,1.2443,1.2501,Monday,DOWN,-0.0075,-0.0753
2016-11-15,1.2501,1.2529,1.2379,1.2448,Tuesday,DOWN,-0.0052,-0.0523
2016-11-16,1.2448,1.2502,1.2409,1.2441,Wednesday,DOWN,-0.0007,-0.0066
2016-11-17,1.2442,1.2505,1.2407,1.2413,Thursday,DOWN,-0.0029,-0.0286
2016-11-18,1.2418,1.2436,1.2299,1.2345,Friday,DOWN,-0.0072,-0.0724
2016-11-21,1.2349,1.2512,1.2310,1.2486,Monday,UP,0.0137,0.1372
2016-11-22,1.2485,1.2514,1.2383,1.2424,Tuesday,DOWN,-0.0060,-0.0603
2016-11-23,1.2423,1.2469,1.2358,1.2424,Wednesday,UP,0.0001,0.0009
2016-11-24,1.2423,1.2495,1.2400,1.2450,Thursday,UP,0.0027,0.0268
2016-11-25,1.2450,1.2485,1.2414,1.2483,Friday,UP,0.0033,0.0329
2016-11-28,1.2465,1.2533,1.2385,1.2416,Monday,DOWN,-0.0048,-0.0483
2016-11-29,1.2416,1.2526,1.2387,1.2490,Tuesday,UP,0.0074,0.0739
2016-11-30,1.2490,1.2523,1.2418,1.2511,Wednesday,UP,0.0021,0.0211
2016-12-01,1.2511,1.2696,1.2505,1.2591,Thursday,UP,0.0081,0.0806
2016-12-02,1.2592,1.2737,1.2568,1.2727,Friday,UP,0.0135,0.1347
2016-12-05,1.2631,1.2745,1.2627,1.2729,Monday,UP,0.0098,0.0976
2016-12-06,1.2730,1.2775,1.2654,1.2679,Tuesday,DOWN,-0.0051,-0.0506
2016-12-07,1.2680,1.2683,1.2569,1.2625,Wednesday,DOWN,-0.0054,-0.0545
2016-12-08,1.2625,1.2705,1.2547,1.2576,Thursday,DOWN,-0.0049,-0.0489
2016-12-09,1.2576,1.2621,1.2550,1.2575,Friday,DOWN,-0.0001,-0.0014
2016-12-12,1.2591,1.2700,1.2564,1.2676,Monday,UP,0.0086,0.0855
2016-12-13,1.2681,1.2728,1.2651,1.2658,Tuesday,DOWN,-0.0023,-0.0231
2016-12-14,1.2658,1.2724,1.2527,1.2540,Wednesday,DOWN,-0.0118,-0.1178
2016-12-15,1.2540,1.2568,1.2374,1.2422,Thursday,DOWN,-0.0118,-0.1179
2016-12-16,1.2422,1.2510,1.2382,1.2488,Friday,UP,0.0066,0.0660
2016-12-19,1.2483,1.2503,1.2354,1.2390,Monday,DOWN,-0.0093,-0.0930
2016-12-20,1.2390,1.2409,1.2312,1.2368,Tuesday,DOWN,-0.0022,-0.0218
2016-12-21,1.2369,1.2390,1.2322,1.2352,Wednesday,DOWN,-0.0016,-0.0163
2016-12-22,1.2352,1.2378,1.2275,1.2286,Thursday,DOWN,-0.0066,-0.0664
2016-12-23,1.2285,1.2299,1.2228,1.2283,Friday,DOWN,-0.0002,-0.0019
2016-12-26,1.2270,1.2303,1.2254,1.2273,Monday,UP,0.0003,0.0029
2016-12-27,1.2273,1.2287,1.2238,1.2270,Tuesday,DOWN,-0.0003,-0.0030
2016-12-28,1.2269,1.2297,1.2198,1.2221,Wednesday,DOWN,-0.0048,-0.0481
2016-12-29,1.2221,1.2275,1.2207,1.2257,Thursday,UP,0.0036,0.0362
2016-12-30,1.2255,1.2388,1.2242,1.2346,Friday,UP,0.0091,0.0905
